drug_name,list_of_conditions,inn_name,brand_names,type_of_action
propranolol,migraine,propranolol,beta-prograne mr,antagonist
propranolol,hypertension,propranolol,beta-prograne mr,antagonist
propranolol,multiple sclerosis,propranolol,half-betadur cr,antagonist
propranolol,migraine,propranolol,half-betadur cr,antagonist
propranolol,hypertension,propranolol,half-betadur cr,antagonist
propranolol,multiple sclerosis,propranolol,sloprolol,antagonist
propranolol,migraine,propranolol,sloprolol,antagonist
propranolol,hypertension,propranolol,sloprolol,antagonist
propranolol,multiple sclerosis,propranolol,avlocardyl,antagonist
propranolol,migraine,propranolol,avlocardyl,antagonist
propranolol,hypertension,propranolol,avlocardyl,antagonist
propranolol,multiple sclerosis,propranolol,half propanix la,antagonist
propranolol,migraine,propranolol,half propanix la,antagonist
propranolol,hypertension,propranolol,half propanix la,antagonist
propranolol,multiple sclerosis,propranolol,syprol,antagonist
propranolol,migraine,propranolol,syprol,antagonist
propranolol,hypertension,propranolol,syprol,antagonist
propranolol,multiple sclerosis,propranolol,half-beprane cr,antagonist
propranolol,migraine,propranolol,half-beprane cr,antagonist
propranolol,hypertension,propranolol,half-beprane cr,antagonist
telmisartan,diabetes,telmisartan,tolura,blocker
telmisartan,hypertension,telmisartan,tolura,blocker
telmisartan,diabetes,telmisartan,telmisartan,blocker
telmisartan,hypertension,telmisartan,telmisartan,blocker
telmisartan,diabetes,telmisartan,micardis,blocker
telmisartan,hypertension,telmisartan,micardis,blocker
ergocalciferol,thyroid disorders,ergocalciferol,drisdol,antagonist
ergocalciferol,thyroid disorders,ergocalciferol,mvi pediatric,antagonist
ephedrine,anesthetic,ephedrine,emerphed,agonist
ephedrine,anesthetic,ephedrine,rezipres,agonist
ephedrine,anesthetic,ephedrine,corphedra,agonist
ephedrine,anesthetic,ephedrine,primatene,agonist
ephedrine,anesthetic,ephedrine,bronkaid,agonist
ephedrine,anesthetic,ephedrine,akovaz,agonist
liothyronine,cancer,liothyronine,cytomel,antagonist
liothyronine,thyroid disorders,liothyronine,cytomel,antagonist
liothyronine,cancer,liothyronine,np thyroid,antagonist
liothyronine,thyroid disorders,liothyronine,np thyroid,antagonist
gaboxadol,insomnia,gaboxadol,,modulator
ramelteon,insomnia,ramelteon,rozerem,modulator
ramelteon,insomnia,ramelteon,ramelteon,modulator
suvorexant,insomnia,suvorexant,belsomra,modulator
temazepam,insomnia,temazepam,temaz,modulator
temazepam,insomnia,temazepam,normison,modulator
temazepam,insomnia,temazepam,restoril,modulator
temazepam,insomnia,temazepam,temazepam,modulator
temazepam,insomnia,temazepam,kentepam,modulator
triazolam,insomnia,triazolam,kention,modulator
triazolam,insomnia,triazolam,halcion,modulator
triazolam,insomnia,triazolam,triazolam,modulator
zaleplon,insomnia,zaleplon,sonata,modulator
zaleplon,insomnia,zaleplon,zaleplon,modulator
zolpidem,insomnia,zolpidem,tovalt odt,modulator
zolpidem,insomnia,zolpidem,intermezzo,modulator
zolpidem,insomnia,zolpidem,zolpimist,modulator
zolpidem,insomnia,zolpidem,ambien,modulator
zolpidem,insomnia,zolpidem,edluar,modulator
zolpidem,insomnia,zolpidem,ambien cr,modulator
zolpidem,insomnia,zolpidem,stilnoct,modulator
zolpidem,insomnia,zolpidem,zolpidem tartrate,modulator
zopiclone,insomnia,zopiclone,zimovane,binder
zopiclone,insomnia,zopiclone,zileze 3.75,binder
zopiclone,insomnia,zopiclone,zileze 7.5,binder
zopiclone,insomnia,zopiclone,zimovane ls,binder
oxytocin,diabetes,oxytocin,orasthin,agonist
oxytocin,diabetes,oxytocin,orasthin,modulator
rufinamide,seizures,rufinamide,rufinamide*inovelon,blocker
rufinamide,seizures,rufinamide,banzel,blocker
rufinamide,seizures,rufinamide,inovelon,blocker
conjugated estrogens,menopausal conditions,conjugated estrogens,congest,modulator
conjugated estrogens,cancer,conjugated estrogens,congest,modulator
conjugated estrogens,menopausal conditions,conjugated estrogens,prempro 0.625/2.5 28 day,modulator
conjugated estrogens,cancer,conjugated estrogens,prempro 0.625/2.5 28 day,modulator
conjugated estrogens,menopausal conditions,conjugated estrogens,premarin,modulator
conjugated estrogens,cancer,conjugated estrogens,premarin,modulator
conjugated estrogens,menopausal conditions,conjugated estrogens,duavee,modulator
conjugated estrogens,cancer,conjugated estrogens,duavee,modulator
conjugated estrogens,menopausal conditions,conjugated estrogens,premphase 28 day,modulator
conjugated estrogens,cancer,conjugated estrogens,premphase 28 day,modulator
conjugated estrogens,menopausal conditions,conjugated estrogens,duavive,modulator
conjugated estrogens,cancer,conjugated estrogens,duavive,modulator
estradiol,menopausal conditions,estradiol,vivelle,agonist
estradiol,cancer,estradiol,vivelle,agonist
estradiol,contraceptive,estradiol,vivelle,agonist
estradiol,menopausal conditions,estradiol,lyllana,agonist
estradiol,cancer,estradiol,lyllana,agonist
estradiol,contraceptive,estradiol,lyllana,agonist
estradiol,menopausal conditions,estradiol,oriahnn 28 day kit,agonist
estradiol,cancer,estradiol,oriahnn 28 day kit,agonist
estradiol,contraceptive,estradiol,oriahnn 28 day kit,agonist
estradiol,menopausal conditions,estradiol,menostar,agonist
estradiol,cancer,estradiol,menostar,agonist
estradiol,contraceptive,estradiol,menostar,agonist
estradiol,menopausal conditions,estradiol,dotti,agonist
estradiol,cancer,estradiol,dotti,agonist
estradiol,contraceptive,estradiol,dotti,agonist
estradiol,menopausal conditions,estradiol,divigel,agonist
estradiol,cancer,estradiol,divigel,agonist
estradiol,contraceptive,estradiol,divigel,agonist
estradiol,menopausal conditions,estradiol,myfembree,agonist
estradiol,cancer,estradiol,myfembree,agonist
estradiol,contraceptive,estradiol,myfembree,agonist
estradiol,menopausal conditions,estradiol,minivelle,agonist
estradiol,cancer,estradiol,minivelle,agonist
estradiol,contraceptive,estradiol,minivelle,agonist
estradiol,menopausal conditions,estradiol,estrace,agonist
estradiol,cancer,estradiol,estrace,agonist
estradiol,contraceptive,estradiol,estrace,agonist
estradiol,menopausal conditions,estradiol,lopreeza 1/0.5 28 day,agonist
estradiol,cancer,estradiol,lopreeza 1/0.5 28 day,agonist
estradiol,contraceptive,estradiol,lopreeza 1/0.5 28 day,agonist
estradiol,menopausal conditions,estradiol,vagifem,agonist
estradiol,cancer,estradiol,vagifem,agonist
estradiol,contraceptive,estradiol,vagifem,agonist
estradiol,menopausal conditions,estradiol,prefest 30 day,agonist
estradiol,cancer,estradiol,prefest 30 day,agonist
estradiol,contraceptive,estradiol,prefest 30 day,agonist
estradiol,menopausal conditions,estradiol,angeliq 0.25/0.5 28 day,agonist
estradiol,cancer,estradiol,angeliq 0.25/0.5 28 day,agonist
estradiol,contraceptive,estradiol,angeliq 0.25/0.5 28 day,agonist
estradiol,menopausal conditions,estradiol,bijuva,agonist
estradiol,cancer,estradiol,bijuva,agonist
estradiol,contraceptive,estradiol,bijuva,agonist
estradiol,menopausal conditions,estradiol,estalis,agonist
estradiol,cancer,estradiol,estalis,agonist
estradiol,contraceptive,estradiol,estalis,agonist
estradiol,menopausal conditions,estradiol,yuvafem,agonist
estradiol,cancer,estradiol,yuvafem,agonist
estradiol,contraceptive,estradiol,yuvafem,agonist
estradiol,menopausal conditions,estradiol,activelle,agonist
estradiol,cancer,estradiol,activelle,agonist
estradiol,contraceptive,estradiol,activelle,agonist
estradiol,menopausal conditions,estradiol,activella 1/0.5 28 day,agonist
estradiol,cancer,estradiol,activella 1/0.5 28 day,agonist
estradiol,contraceptive,estradiol,activella 1/0.5 28 day,agonist
estradiol,menopausal conditions,estradiol,mimvey,agonist
estradiol,cancer,estradiol,mimvey,agonist
estradiol,contraceptive,estradiol,mimvey,agonist
estradiol,menopausal conditions,estradiol,combipatch,agonist
estradiol,cancer,estradiol,combipatch,agonist
estradiol,contraceptive,estradiol,combipatch,agonist
estradiol,menopausal conditions,estradiol,climara pro,agonist
estradiol,cancer,estradiol,climara pro,agonist
estradiol,contraceptive,estradiol,climara pro,agonist
estradiol,menopausal conditions,estradiol,estring,agonist
estradiol,cancer,estradiol,estring,agonist
estradiol,contraceptive,estradiol,estring,agonist
estradiol,menopausal conditions,estradiol,climara,agonist
estradiol,cancer,estradiol,climara,agonist
estradiol,contraceptive,estradiol,climara,agonist
estradiol,menopausal conditions,estradiol,elestrin,agonist
estradiol,cancer,estradiol,elestrin,agonist
estradiol,contraceptive,estradiol,elestrin,agonist
estradiol,menopausal conditions,estradiol,oesclim,agonist
estradiol,cancer,estradiol,oesclim,agonist
estradiol,contraceptive,estradiol,oesclim,agonist
estradiol,menopausal conditions,estradiol,amabelz 0.5/0.1 28 day,agonist
estradiol,cancer,estradiol,amabelz 0.5/0.1 28 day,agonist
estradiol,contraceptive,estradiol,amabelz 0.5/0.1 28 day,agonist
estradiol,menopausal conditions,estradiol,estrogel,agonist
estradiol,cancer,estradiol,estrogel,agonist
estradiol,contraceptive,estradiol,estrogel,agonist
estradiol,menopausal conditions,estradiol,evamist,agonist
estradiol,cancer,estradiol,evamist,agonist
estradiol,contraceptive,estradiol,evamist,agonist
estradiol,menopausal conditions,estradiol,estradot,agonist
estradiol,cancer,estradiol,estradot,agonist
estradiol,contraceptive,estradiol,estradot,agonist
estradiol,menopausal conditions,estradiol,imvexxy 4 mcg starter pack,agonist
estradiol,cancer,estradiol,imvexxy 4 mcg starter pack,agonist
estradiol,contraceptive,estradiol,imvexxy 4 mcg starter pack,agonist
estrone,menopausal conditions,estrone,estrogenic substance,agonist
irinotecan,cancer,irinotecan,campto,modulator
bevacizumab,cancer,bevacizumab,avastin,
scopolamine,anesthetic,,methscopolamine bromide*scopolamine*butilescopolamina generis,antagonist
scopolamine,analgesic,,methscopolamine bromide*scopolamine*butilescopolamina generis,antagonist
scopolamine,anesthetic,,phenohytro*bysimin,antagonist
scopolamine,analgesic,,phenohytro*bysimin,antagonist
scopolamine,anesthetic,,transderm scop,antagonist
scopolamine,analgesic,,transderm scop,antagonist
scopolamine,anesthetic,,donnatal*pamine,antagonist
scopolamine,analgesic,,donnatal*pamine,antagonist
dantrolene,multiple sclerosis,dantrolene,ryanodex,antagonist
dantrolene,stroke,dantrolene,ryanodex,antagonist
dantrolene,multiple sclerosis,dantrolene,dantrium,antagonist
dantrolene,stroke,dantrolene,dantrium,antagonist
dantrolene,multiple sclerosis,dantrolene,revonto,antagonist
dantrolene,stroke,dantrolene,revonto,antagonist
dantrolene,multiple sclerosis,dantrolene,ryanodex,modulator
dantrolene,stroke,dantrolene,ryanodex,modulator
dantrolene,multiple sclerosis,dantrolene,dantrium,modulator
dantrolene,stroke,dantrolene,dantrium,modulator
dantrolene,multiple sclerosis,dantrolene,revonto,modulator
dantrolene,stroke,dantrolene,revonto,modulator
amantadine,parkinson's disease,amantadine,osmolex,inhibitor
amantadine,parkinson's disease,amantadine,gocovri,inhibitor
botulinum toxin type b,migraine,botulinum toxin type b,myobloc,binder
botulinum toxin type b,migraine,botulinum toxin type b,neurobloc,binder
deutetrabenazine,huntington's disease,deutetrabenazine,austedo,modulator
deutetrabenazine,tardive dyskinesia,deutetrabenazine,austedo,modulator
eculizumab,neuromyelitis optica spectrum disorder,eculizumab,soliris,inhibitor
etelcalcetide,thyroid disorders,etelcalcetide,parsabiv,agonist
metixene,parkinson's disease,metixene,metixene,antagonist
propofol,anesthetic,propofol,diprivan,inhibitor
daratumumab,cancer,daratumumab,darzalex,
daratumumab,cancer,daratumumab,darzalex faspro,
lenalidomide,cancer,lenalidomide,revlimid,inhibitor
arbaclofen,multiple sclerosis,arbaclofen,,agonist
arbaclofen,autism spectrum disorder,arbaclofen,,agonist
ibudilast,multiple sclerosis,ibudilast,,inhibitor
natalizumab,multiple sclerosis,natalizumab,tysabri,inhibitor
natalizumab,multiple sclerosis,natalizumab,tysabri,agonist
siponimod,multiple sclerosis,siponimod,mayzent,modulator
alemtuzumab,multiple sclerosis,alemtuzumab,lemtrada,
alemtuzumab,multiple sclerosis,alemtuzumab,mabcampath,
alemtuzumab,multiple sclerosis,alemtuzumab,campath,
baclofen,multiple sclerosis,baclofen,kemstro,agonist
baclofen,multiple sclerosis,baclofen,lyvispah,agonist
baclofen,multiple sclerosis,baclofen,ozobax,agonist
baclofen,multiple sclerosis,baclofen,fleqsuvy,agonist
baclofen,multiple sclerosis,baclofen,gablofen,agonist
baclofen,multiple sclerosis,baclofen,lioresal,agonist
baclofen,multiple sclerosis,baclofen,kemstro,modulator
baclofen,multiple sclerosis,baclofen,lyvispah,modulator
baclofen,multiple sclerosis,baclofen,ozobax,modulator
baclofen,multiple sclerosis,baclofen,fleqsuvy,modulator
baclofen,multiple sclerosis,baclofen,gablofen,modulator
baclofen,multiple sclerosis,baclofen,lioresal,modulator
cladribine,multiple sclerosis,cladribine,litak,inhibitor
cladribine,multiple sclerosis,cladribine,mavenclad,inhibitor
corticotropin,multiple sclerosis,corticotropin,acthar,modulator
corticotropin,multiple sclerosis,corticotropin,cortrophin,modulator
daclizumab,multiple sclerosis,daclizumab,zinbryta,modulator
dalfampridine,multiple sclerosis,dalfampridine,ampyra,antagonist
dalfampridine,multiple sclerosis,dalfampridine,fampyra,antagonist
dalfampridine,multiple sclerosis,dalfampridine,ampyra,modulator
dalfampridine,multiple sclerosis,dalfampridine,fampyra,modulator
dimethyl fumarate,multiple sclerosis,dimethyl fumarate,tecfidera,inhibitor
glatiramer,multiple sclerosis,glatiramer,copaxone,binder
glatiramer,multiple sclerosis,glatiramer,glatopa,binder
glatiramer,multiple sclerosis,glatiramer,glatect,binder
interferon beta-1a,multiple sclerosis,interferon beta-1a,avonex,modulator
interferon beta-1a,multiple sclerosis,interferon beta-1a,rebif,modulator
interferon beta-1b,multiple sclerosis,interferon beta-1b,betaseron,binder
interferon beta-1b,multiple sclerosis,interferon beta-1b,extavia,binder
interferon beta-1b,multiple sclerosis,interferon beta-1b,betaferon,binder
mitoxantrone,multiple sclerosis,mitoxantrone,mitoxantrone hydrochloride,inhibitor
mitoxantrone,cancer,mitoxantrone,mitoxantrone hydrochloride,inhibitor
mitoxantrone,multiple sclerosis,mitoxantrone,mitoxantrone hydrochloride,activator
mitoxantrone,cancer,mitoxantrone,mitoxantrone hydrochloride,activator
ocrelizumab,multiple sclerosis,ocrelizumab,ocrevus,
ozanimod,multiple sclerosis,ozanimod,zeposia starter kit,agonist
ozanimod,multiple sclerosis,ozanimod,zeposia,agonist
ozanimod,multiple sclerosis,ozanimod,zeposia 7-day starter pack,agonist
peginterferon beta-1a,multiple sclerosis,peginterferon beta-1a,biib017,modulator
peginterferon beta-1a,multiple sclerosis,peginterferon beta-1a,plegridy,modulator
ponesimod,multiple sclerosis,ponesimod,ponvory,agonist
teriflunomide,multiple sclerosis,teriflunomide,aubagio,inhibitor
teriflunomide,multiple sclerosis,teriflunomide,aubagio,modulator
modafinil,narcolepsy,modafinil,modafinil,modulator
filgrastim,cancer,filgrastim,releuko,modulator
filgrastim,cancer,filgrastim,zarxio,modulator
filgrastim,cancer,filgrastim,accofil,modulator
filgrastim,cancer,filgrastim,grastofil,modulator
filgrastim,cancer,filgrastim,granix,modulator
filgrastim,cancer,filgrastim,nivestym,modulator
filgrastim,cancer,filgrastim,ratiograstim,modulator
filgrastim,cancer,filgrastim,neupogen,modulator
filgrastim,cancer,filgrastim,nivestim,modulator
sibutramine,schizophrenia,sibutramine,reductil,modulator
sibutramine,bipolar disorder,sibutramine,reductil,modulator
naloxone,depression,naloxone,nalone,antagonist
sirolimus,multiple sclerosis,sirolimus,rapamune,inhibitor
sirolimus,multiple sclerosis,sirolimus,sirolimus,inhibitor
denosumab,menopausal conditions,denosumab,prolia,
denosumab,cancer,denosumab,prolia,
denosumab,menopausal conditions,denosumab,xgeva,
denosumab,cancer,denosumab,xgeva,
raloxifene,depression,raloxifene,ostiral,modulator
raloxifene,schizophrenia,raloxifene,ostiral,modulator
raloxifene,depression,raloxifene,evirex,modulator
raloxifene,schizophrenia,raloxifene,evirex,modulator
raloxifene,depression,raloxifene,raloxifene hydrochloride,modulator
raloxifene,schizophrenia,raloxifene,raloxifene hydrochloride,modulator
raloxifene,depression,raloxifene,evista,modulator
raloxifene,schizophrenia,raloxifene,evista,modulator
raloxifene,depression,raloxifene,razylan,modulator
raloxifene,schizophrenia,raloxifene,razylan,modulator
raloxifene,depression,raloxifene,optruma,modulator
raloxifene,schizophrenia,raloxifene,optruma,modulator
inebilizumab,neuromyelitis optica spectrum disorder,inebilizumab,uplizna 3 vial kit,inhibitor
acetaminophen,analgesic,acetaminophen,vanatol s,inhibitor
acetaminophen,analgesic,acetaminophen,acephen,inhibitor
acetaminophen,analgesic,acetaminophen,darvocet-n,inhibitor
acetaminophen,analgesic,acetaminophen,goody's body pain,inhibitor
acetaminophen,analgesic,acetaminophen,esgic,inhibitor
acetaminophen,analgesic,acetaminophen,tylenol with codeine,inhibitor
acetaminophen,analgesic,acetaminophen,xolox,inhibitor
acetaminophen,analgesic,acetaminophen,zebutal,inhibitor
acetaminophen,analgesic,acetaminophen,orbivan,inhibitor
acetaminophen,analgesic,acetaminophen,dologen,inhibitor
acetaminophen,analgesic,acetaminophen,fioricet,inhibitor
acetaminophen,analgesic,acetaminophen,cetafen,inhibitor
acetaminophen,analgesic,acetaminophen,excedrin,inhibitor
acetaminophen,analgesic,acetaminophen,triatec-30,inhibitor
acetaminophen,analgesic,acetaminophen,pharbetol,inhibitor
acetaminophen,analgesic,acetaminophen,little fevers,inhibitor
acetaminophen,analgesic,acetaminophen,tactinal,inhibitor
acetaminophen,analgesic,acetaminophen,goody's pm,inhibitor
acetaminophen,analgesic,acetaminophen,vanatol,inhibitor
acetaminophen,analgesic,acetaminophen,percogesic reformulated jan 2011,inhibitor
acetaminophen,analgesic,acetaminophen,dologesic reformulated jun 2016,inhibitor
acetaminophen,analgesic,acetaminophen,pamprin max formula,inhibitor
acetaminophen,analgesic,acetaminophen,zydone,inhibitor
acetaminophen,analgesic,acetaminophen,dolofin,inhibitor
acetaminophen,analgesic,acetaminophen,apadaz,inhibitor
acetaminophen,analgesic,acetaminophen,sudafed pe sinus headache,inhibitor
acetaminophen,analgesic,acetaminophen,exaprin,inhibitor
acetaminophen,analgesic,acetaminophen,premsyn pms,inhibitor
acetaminophen,analgesic,acetaminophen,pediacare children's fever reducer pain reliever,inhibitor
acetaminophen,analgesic,acetaminophen,coricidin hbp cold & flu,inhibitor
acetaminophen,analgesic,acetaminophen,xodol,inhibitor
acetaminophen,analgesic,acetaminophen,legatrin pm,inhibitor
acetaminophen,analgesic,acetaminophen,lortab,inhibitor
acetaminophen,analgesic,acetaminophen,goody's back & body pain relief,inhibitor
acetaminophen,analgesic,acetaminophen,duralgina,inhibitor
acetaminophen,analgesic,acetaminophen,zamicet,inhibitor
acetaminophen,analgesic,acetaminophen,feverall,inhibitor
acetaminophen,analgesic,acetaminophen,pamprin multi-symptom,inhibitor
acetaminophen,analgesic,acetaminophen,excedrin pm triple action,inhibitor
acetaminophen,analgesic,acetaminophen,vanquish,inhibitor
acetaminophen,analgesic,acetaminophen,tylenol pm,inhibitor
acetaminophen,analgesic,acetaminophen,hycet,inhibitor
acetaminophen,analgesic,acetaminophen,dayquil sinex,inhibitor
acetaminophen,analgesic,acetaminophen,bupap,inhibitor
acetaminophen,analgesic,acetaminophen,arthriten inflammatory pain,inhibitor
acetaminophen,analgesic,acetaminophen,robaxacet-8,inhibitor
acetaminophen,analgesic,acetaminophen,tylenol,inhibitor
acetaminophen,analgesic,acetaminophen,dvorah,inhibitor
acetaminophen,analgesic,acetaminophen,acetadryl,inhibitor
acetaminophen,analgesic,acetaminophen,zflex,inhibitor
acetaminophen,analgesic,acetaminophen,norco,inhibitor
acetaminophen,analgesic,acetaminophen,trezix,inhibitor
acetaminophen,analgesic,acetaminophen,midol cramps & bodyaches,inhibitor
acetaminophen,analgesic,acetaminophen,tencon,inhibitor
acetaminophen,analgesic,acetaminophen,mapap,inhibitor
acetaminophen,analgesic,acetaminophen,robaxacet,inhibitor
acetaminophen,analgesic,acetaminophen,roxicet,inhibitor
acetaminophen,analgesic,acetaminophen,fioricet with codeine,inhibitor
acetaminophen,analgesic,acetaminophen,mersyndol,inhibitor
acetaminophen,analgesic,acetaminophen,allzital,inhibitor
acetaminophen,analgesic,acetaminophen,butapap,inhibitor
acetaminophen,analgesic,acetaminophen,triatec,inhibitor
acetaminophen,analgesic,acetaminophen,nalocet,inhibitor
acetaminophen,analgesic,acetaminophen,vtol,inhibitor
acetaminophen,analgesic,acetaminophen,lorcet,inhibitor
acetaminophen,analgesic,acetaminophen,percocet,inhibitor
acetaminophen,analgesic,acetaminophen,midol complete,inhibitor
acetaminophen,analgesic,acetaminophen,ultracet,inhibitor
acetaminophen,analgesic,acetaminophen,endocet,inhibitor
acetaminophen,analgesic,acetaminophen,rivacocet,inhibitor
acetaminophen,analgesic,acetaminophen,diphen,inhibitor
acetaminophen,analgesic,acetaminophen,prolate,inhibitor
acetaminophen,analgesic,acetaminophen,children's silapap,inhibitor
acetaminophen,analgesic,acetaminophen,goody's headache relief shot,inhibitor
acetaminophen,analgesic,acetaminophen,excedrin tension headache,inhibitor
acetaminophen,analgesic,acetaminophen,triatec-8,inhibitor
acetaminophen,analgesic,acetaminophen,goody's extra strength,inhibitor
acetaminophen,analgesic,acetaminophen,panadol,inhibitor
aspirin,migraine,acetylsalicylic acid,duoplavin*bc original formula*st. joseph aspirin*ecpirin*vanquish*alka-seltzer fruit chews*endodan reformulated may 2009*exaprin*fiorinal with codeine*aspir-low*fiorinal*goody's body pain,inhibitor
aspirin,migraine,acetylsalicylic acid,aggrenox*arthriten inflammatory pain*anacin*bufferin*trianal*bc arthritis*trianal c*excedrin*alka-seltzer*orphengesic*durlaza*bayer womens*robaxisal*aspi-cor*ecotrin*equagesic*ascomp*norgesic forte*goody's pm*miniprin*fasprin*goody's extra strength*pamprin max formula*vazalore*stanback headache powder reformulated jan 2011*yosprala*excedrin pm triple action*bayer aspirin,inhibitor
epinephrine,anesthetic,epinephrine,sensorcaine,antagonist
epinephrine,anesthetic,epinephrine,articadent,antagonist
epinephrine,anesthetic,epinephrine,citanest forte,antagonist
epinephrine,anesthetic,epinephrine,citanest,antagonist
epinephrine,anesthetic,epinephrine,sensorcaine with epinephrine,antagonist
epinephrine,anesthetic,epinephrine,scandonest,antagonist
epinephrine,anesthetic,epinephrine,octocaine with epinephrine,antagonist
epinephrine,anesthetic,epinephrine,xylocaine with epinephrine,antagonist
epinephrine,anesthetic,epinephrine,marcaine with epinephrine,antagonist
epinephrine,anesthetic,epinephrine,adrenalin,antagonist
epinephrine,anesthetic,epinephrine,lignospan,antagonist
epinephrine,anesthetic,epinephrine,octocaine,antagonist
epinephrine,anesthetic,epinephrine,anapen,antagonist
epinephrine,anesthetic,epinephrine,xylocaine,antagonist
epinephrine,anesthetic,epinephrine,marcaine,antagonist
epinephrine,anesthetic,epinephrine,auvi-q,antagonist
epinephrine,anesthetic,epinephrine,allerject,antagonist
epinephrine,anesthetic,epinephrine,ultracaine,antagonist
epinephrine,anesthetic,epinephrine,emerade,antagonist
epinephrine,anesthetic,epinephrine,astracaine,antagonist
epinephrine,anesthetic,epinephrine,septanest,antagonist
epinephrine,anesthetic,epinephrine,zorcaine,antagonist
epinephrine,anesthetic,epinephrine,orabloc,antagonist
epinephrine,anesthetic,epinephrine,ultacan,antagonist
epinephrine,anesthetic,epinephrine,epipen,antagonist
epinephrine,anesthetic,epinephrine,vivacaine,antagonist
epinephrine,anesthetic,epinephrine,septocaine,antagonist
epinephrine,anesthetic,epinephrine,symjepi,antagonist
gabapentin,seizures,gabapentin,gralise,antagonist
gabapentin,diabetes,gabapentin,gralise,antagonist
gabapentin,seizures,gabapentin,neurontin,antagonist
gabapentin,diabetes,gabapentin,neurontin,antagonist
ibuprofen,analgesic,ibuprofen,ibutab,modulator
ibuprofen,analgesic,ibuprofen,advil congestion relief,modulator
ibuprofen,analgesic,ibuprofen,ibu,modulator
ibuprofen,analgesic,ibuprofen,junior strength motrin,modulator
ibuprofen,analgesic,ibuprofen,advil,modulator
ibuprofen,analgesic,ibuprofen,nuprin,modulator
ibuprofen,analgesic,ibuprofen,cedaprin,modulator
ibuprofen,analgesic,ibuprofen,neoprofen,modulator
ibuprofen,analgesic,ibuprofen,advil sinus congestion and pain,modulator
ibuprofen,analgesic,ibuprofen,wal-profen congestion relief and pain,modulator
ibuprofen,analgesic,ibuprofen,vicoprofen,modulator
ibuprofen,analgesic,ibuprofen,reprexain,modulator
ibuprofen,analgesic,ibuprofen,pedea,modulator
ibuprofen,analgesic,ibuprofen,diphen,modulator
ibuprofen,analgesic,ibuprofen,sudafed pe head congestion plus pain,modulator
ibuprofen,analgesic,ibuprofen,caldolor,modulator
ibuprofen,analgesic,ibuprofen,duexis,modulator
ibuprofen,analgesic,ibuprofen,proprinal,modulator
ibuprofen,analgesic,ibuprofen,motrin,modulator
ibuprofen,analgesic,ibuprofen,motrin pm,modulator
ibuprofen,analgesic,ibuprofen,advil cold and sinus,modulator
ibuprofen,analgesic,ibuprofen,advil pm,modulator
ibuprofen,analgesic,ibuprofen,children's ibuprofen,modulator
ibuprofen,analgesic,ibuprofen,alivio,modulator
ibuprofen,analgesic,ibuprofen,addaprin,modulator
ketamine,anesthetic,ketamine,ketamine hydrochloride,antagonist
ketamine,anesthetic,ketamine,ketalar,antagonist
oxycodone,analgesic,oxycodone,xolox,agonist
oxycodone,analgesic,oxycodone,roxicet,agonist
oxycodone,analgesic,oxycodone,oxyneo,agonist
oxycodone,analgesic,oxycodone,roxicodone,agonist
oxycodone,analgesic,oxycodone,oxaydo,agonist
oxycodone,analgesic,oxycodone,targin,agonist
oxycodone,analgesic,oxycodone,endodan reformulated may 2009,agonist
oxycodone,analgesic,oxycodone,endocet,agonist
oxycodone,analgesic,oxycodone,targiniq,agonist
oxycodone,analgesic,oxycodone,percocet,agonist
oxycodone,analgesic,oxycodone,prolate,agonist
oxycodone,analgesic,oxycodone,oxy.ir,agonist
oxycodone,analgesic,oxycodone,oxycontin,agonist
oxycodone,analgesic,oxycodone,xtampza,agonist
oxycodone,analgesic,oxycodone,roxybond,agonist
oxycodone,analgesic,oxycodone,rivacocet,agonist
oxycodone,analgesic,oxycodone,nalocet,agonist
oxycodone,analgesic,oxycodone,xolox,modulator
oxycodone,analgesic,oxycodone,roxicet,modulator
oxycodone,analgesic,oxycodone,oxyneo,modulator
oxycodone,analgesic,oxycodone,roxicodone,modulator
oxycodone,analgesic,oxycodone,oxaydo,modulator
oxycodone,analgesic,oxycodone,targin,modulator
oxycodone,analgesic,oxycodone,endodan reformulated may 2009,modulator
oxycodone,analgesic,oxycodone,endocet,modulator
oxycodone,analgesic,oxycodone,targiniq,modulator
oxycodone,analgesic,oxycodone,percocet,modulator
oxycodone,analgesic,oxycodone,prolate,modulator
oxycodone,analgesic,oxycodone,oxy.ir,modulator
oxycodone,analgesic,oxycodone,oxycontin,modulator
oxycodone,analgesic,oxycodone,xtampza,modulator
oxycodone,analgesic,oxycodone,roxybond,modulator
oxycodone,analgesic,oxycodone,rivacocet,modulator
oxycodone,analgesic,oxycodone,nalocet,modulator
pergolide,parkinson's disease,pergolide,,modulator
rasagiline,parkinson's disease,rasagiline,,inhibitor
tolcapone,parkinson's disease,tolcapone,tasmar,inhibitor
tolcapone,parkinson's disease,tolcapone,tolcapone,inhibitor
apomorphine,parkinson's disease,apomorphine,apokyn,agonist
apomorphine,parkinson's disease,apomorphine,movapo,agonist
apomorphine,parkinson's disease,apomorphine,kynmobi,agonist
benserazide,parkinson's disease,benserazide,prolopa,inhibitor
benztropine,parkinson's disease,benzatropine,cogentin,antagonist
biperiden,parkinson's disease,biperiden,akineton,antagonist
bromocriptine,parkinson's disease,bromocriptine,cycloset,agonist
bromocriptine,acromegaly,bromocriptine,cycloset,agonist
